index,key,name,dateTime,stmType,lat,lon,windSpd,pressure
29402,AL011970,ALMA,1970-05-17T18:00:00Z,TD,11.5,-79,25,
29403,AL011970,ALMA,1970-05-18T00:00:00Z,TD,11.7,-79.2,25,
29404,AL011970,ALMA,1970-05-18T06:00:00Z,TD,12.1,-79.7,25,
29405,AL011970,ALMA,1970-05-18T12:00:00Z,TD,12.3,-80.1,25,1007
29406,AL011970,ALMA,1970-05-18T18:00:00Z,TD,12.5,-80.5,25,
29407,AL011970,ALMA,1970-05-19T00:00:00Z,TD,13,-81,25,
29408,AL011970,ALMA,1970-05-19T06:00:00Z,TD,13.5,-81.5,25,
29409,AL011970,ALMA,1970-05-19T12:00:00Z,TD,14,-82,25,1005
29410,AL011970,ALMA,1970-05-19T18:00:00Z,TD,14.5,-82.5,25,
29411,AL011970,ALMA,1970-05-20T00:00:00Z,TS,15.5,-82.5,35,
29412,AL011970,ALMA,1970-05-20T06:00:00Z,TS,16.2,-82.3,35,
29413,AL011970,ALMA,1970-05-20T12:00:00Z,HU,16.8,-81.9,65,
29414,AL011970,ALMA,1970-05-20T18:00:00Z,HU,17.2,-81.6,70,993
29415,AL011970,ALMA,1970-05-21T00:00:00Z,TS,18,-81,55,
29416,AL011970,ALMA,1970-05-21T06:00:00Z,TS,18.2,-80.3,50,
29417,AL011970,ALMA,1970-05-21T12:00:00Z,TS,18.5,-80.2,45,
29418,AL011970,ALMA,1970-05-21T18:00:00Z,TS,19,-80,40,998
29419,AL011970,ALMA,1970-05-22T00:00:00Z,TS,19.6,-80.1,35,1004
29420,AL011970,ALMA,1970-05-22T06:00:00Z,TD,19.3,-80.6,30,
29421,AL011970,ALMA,1970-05-22T12:00:00Z,TD,19.1,-81.1,30,
29422,AL011970,ALMA,1970-05-22T18:00:00Z,TD,19,-81.8,30,1007
29423,AL011970,ALMA,1970-05-23T00:00:00Z,TD,19.2,-82.7,30,
29424,AL011970,ALMA,1970-05-23T06:00:00Z,TD,19.8,-83.5,25,
29425,AL011970,ALMA,1970-05-23T12:00:00Z,TD,21,-83.9,25,
29426,AL011970,ALMA,1970-05-23T18:00:00Z,TD,21.9,-84,25,
29427,AL011970,ALMA,1970-05-24T00:00:00Z,TD,23,-84,25,
29428,AL011970,ALMA,1970-05-24T06:00:00Z,TD,24,-84,25,
29429,AL011970,ALMA,1970-05-24T12:00:00Z,TD,25.2,-84,25,1008
29430,AL011970,ALMA,1970-05-24T18:00:00Z,TD,26.8,-83.9,25,
29431,AL011970,ALMA,1970-05-25T00:00:00Z,TD,28.3,-83.6,25,
29432,AL011970,ALMA,1970-05-25T06:00:00Z,TD,29.5,-82.9,25,
29433,AL011970,ALMA,1970-05-25T12:00:00Z,TD,30.6,-82.2,25,
29434,AL011970,ALMA,1970-05-25T18:00:00Z,TD,31.8,-81.6,25,
29435,AL011970,ALMA,1970-05-26T00:00:00Z,TD,32.6,-81.2,25,1005
29436,AL011970,ALMA,1970-05-26T06:00:00Z,TD,33.3,-80.7,25,
29437,AL011970,ALMA,1970-05-26T12:00:00Z,TD,34.8,-79.9,25,
29438,AL011970,ALMA,1970-05-26T18:00:00Z,TD,35.7,-78.7,25,
29439,AL011970,ALMA,1970-05-27T00:00:00Z,EX,36.5,-77,25,1003
29440,AL011970,ALMA,1970-05-27T06:00:00Z,EX,37,-75.5,25,
29441,AL021970,BECKY,1970-07-19T00:00:00Z,TD,18.5,-83.5,25,
29442,AL021970,BECKY,1970-07-19T06:00:00Z,TD,18.8,-84.5,25,
29443,AL021970,BECKY,1970-07-19T12:00:00Z,TD,19.4,-85.2,30,
29444,AL021970,BECKY,1970-07-19T18:00:00Z,TD,20.3,-85.6,30,1010
29445,AL021970,BECKY,1970-07-20T00:00:00Z,TD,21.3,-85.9,30,
29446,AL021970,BECKY,1970-07-20T06:00:00Z,TD,22.3,-86.2,30,
29447,AL021970,BECKY,1970-07-20T12:00:00Z,TS,23.3,-86.4,40,
29448,AL021970,BECKY,1970-07-20T18:00:00Z,TS,24.1,-86.6,45,1008
29449,AL021970,BECKY,1970-07-21T00:00:00Z,TS,25,-86.6,50,1003
29450,AL021970,BECKY,1970-07-21T06:00:00Z,TS,25.8,-86.7,55,1004
29451,AL021970,BECKY,1970-07-21T12:00:00Z,TS,26.6,-86.6,55,1006
29452,AL021970,BECKY,1970-07-21T18:00:00Z,TS,27.5,-86.3,55,
29453,AL021970,BECKY,1970-07-22T00:00:00Z,TS,28.3,-86,45,
29454,AL021970,BECKY,1970-07-22T06:00:00Z,TS,29.2,-85.5,40,
29455,AL021970,BECKY,1970-07-22T12:00:00Z,TD,29.9,-85.1,30,1009
29456,AL021970,BECKY,1970-07-22T18:00:00Z,TD,31.7,-84.7,25,
29457,AL021970,BECKY,1970-07-23T00:00:00Z,TD,33.4,-85.2,25,
29458,AL021970,BECKY,1970-07-23T06:00:00Z,TD,35.3,-86,25,1015
29459,AL021970,BECKY,1970-07-23T12:00:00Z,TD,37.2,-86.9,20,
29460,AL031970,UNNAMED,1970-07-27T12:00:00Z,TD,33,-76.5,20,
29461,AL031970,UNNAMED,1970-07-27T18:00:00Z,TD,33.5,-76.2,25,
29462,AL031970,UNNAMED,1970-07-28T00:00:00Z,TD,34,-76,25,
29463,AL031970,UNNAMED,1970-07-28T06:00:00Z,TD,34.5,-75.7,25,
29464,AL031970,UNNAMED,1970-07-28T12:00:00Z,TD,35,-75.5,25,
29465,AL031970,UNNAMED,1970-07-28T18:00:00Z,TD,34.8,-74.5,25,
29466,AL031970,UNNAMED,1970-07-29T00:00:00Z,TD,34.7,-73.5,25,
29467,AL031970,UNNAMED,1970-07-29T06:00:00Z,TD,34.6,-72.5,25,
29468,AL031970,UNNAMED,1970-07-29T12:00:00Z,TD,34.5,-71.5,25,
29469,AL031970,UNNAMED,1970-07-29T18:00:00Z,TD,33.9,-69.2,20,
29470,AL031970,UNNAMED,1970-07-30T00:00:00Z,TD,33.2,-67,20,
29471,AL031970,UNNAMED,1970-07-30T06:00:00Z,TD,32.6,-64.7,20,
29472,AL031970,UNNAMED,1970-07-30T12:00:00Z,TD,32,-62.5,20,
29473,AL031970,UNNAMED,1970-07-30T18:00:00Z,TD,32.7,-61.3,25,
29474,AL031970,UNNAMED,1970-07-31T00:00:00Z,TD,33.5,-60.2,25,
29475,AL031970,UNNAMED,1970-07-31T06:00:00Z,TD,34.2,-59.1,25,
29476,AL031970,UNNAMED,1970-07-31T12:00:00Z,TD,35,-58,25,
29477,AL031970,UNNAMED,1970-07-31T18:00:00Z,TD,36.2,-57.7,25,
29478,AL031970,UNNAMED,1970-08-01T00:00:00Z,TD,37.5,-57.3,25,
29479,AL031970,UNNAMED,1970-08-01T06:00:00Z,TD,38.9,-56.9,25,
29480,AL031970,UNNAMED,1970-08-01T12:00:00Z,TD,40,-56.5,20,
29481,AL031970,UNNAMED,1970-08-01T18:00:00Z,TD,42,-56,20,
29482,AL041970,CELIA,1970-07-31T00:00:00Z,TD,18.5,-82.5,25,1008
29483,AL041970,CELIA,1970-07-31T06:00:00Z,TD,19.5,-82.9,25,
29484,AL041970,CELIA,1970-07-31T12:00:00Z,TD,20.3,-83.2,25,
29485,AL041970,CELIA,1970-07-31T18:00:00Z,TD,21.1,-83.8,30,
29486,AL041970,CELIA,1970-08-01T00:00:00Z,TD,21.9,-84.3,30,1007
29487,AL041970,CELIA,1970-08-01T06:00:00Z,TD,22.7,-85,30,
29488,AL041970,CELIA,1970-08-01T12:00:00Z,TS,23.3,-85.8,45,993
29489,AL041970,CELIA,1970-08-01T18:00:00Z,TS,23.9,-86.5,60,990
29490,AL041970,CELIA,1970-08-02T00:00:00Z,HU,24.3,-87.2,100,965
29491,AL041970,CELIA,1970-08-02T06:00:00Z,HU,24.9,-88.3,90,975
29492,AL041970,CELIA,1970-08-02T12:00:00Z,HU,25.3,-89.6,85,986
29493,AL041970,CELIA,1970-08-02T18:00:00Z,HU,25.8,-90.8,85,984
29494,AL041970,CELIA,1970-08-03T00:00:00Z,HU,26.2,-92,80,
29495,AL041970,CELIA,1970-08-03T06:00:00Z,HU,26.6,-93.5,75,988
29496,AL041970,CELIA,1970-08-03T12:00:00Z,HU,27,-94.9,90,971
29497,AL041970,CELIA,1970-08-03T18:00:00Z,HU,27.5,-96.3,110,945
29498,AL041970,CELIA,1970-08-04T00:00:00Z,HU,28.1,-97.8,70,950
29499,AL041970,CELIA,1970-08-04T06:00:00Z,TS,28.6,-99.3,55,985
29500,AL041970,CELIA,1970-08-04T12:00:00Z,TS,29.1,-100.8,50,992
29501,AL041970,CELIA,1970-08-04T18:00:00Z,TS,29.7,-102.1,35,
29502,AL041970,CELIA,1970-08-05T00:00:00Z,TD,30.3,-103.3,30,
29503,AL041970,CELIA,1970-08-05T06:00:00Z,TD,30.9,-104.8,30,
29504,AL041970,CELIA,1970-08-05T12:00:00Z,TD,31.5,-105.8,25,1007
29505,AL041970,CELIA,1970-08-05T18:00:00Z,TD,32.3,-107,25,
29506,AL051970,UNNAMED,1970-08-02T12:00:00Z,TD,14,-18,20,
29507,AL051970,UNNAMED,1970-08-02T18:00:00Z,TD,14.5,-19.5,25,
29508,AL051970,UNNAMED,1970-08-03T00:00:00Z,TD,15,-21,25,
29509,AL051970,UNNAMED,1970-08-03T06:00:00Z,TD,15.5,-22.5,30,
29510,AL051970,UNNAMED,1970-08-03T12:00:00Z,TD,16,-24,30,
29511,AL051970,UNNAMED,1970-08-03T18:00:00Z,TD,16.3,-25.5,30,
29512,AL051970,UNNAMED,1970-08-04T00:00:00Z,TD,16.7,-27,30,
29513,AL051970,UNNAMED,1970-08-04T06:00:00Z,TD,17.1,-28.5,30,
29514,AL051970,UNNAMED,1970-08-04T12:00:00Z,TD,17.5,-30,25,
29515,AL051970,UNNAMED,1970-08-04T18:00:00Z,TD,17.5,-31.5,25,
29516,AL051970,UNNAMED,1970-08-05T00:00:00Z,TD,17.5,-33,25,
29517,AL051970,UNNAMED,1970-08-05T06:00:00Z,TD,17.5,-34.5,25,
29518,AL051970,UNNAMED,1970-08-05T12:00:00Z,TD,17.5,-36,25,
29519,AL051970,UNNAMED,1970-08-05T18:00:00Z,TD,17.5,-38,25,
29520,AL051970,UNNAMED,1970-08-06T00:00:00Z,TD,17.5,-40,20,
29521,AL051970,UNNAMED,1970-08-06T06:00:00Z,TD,17.5,-42,20,
29522,AL051970,UNNAMED,1970-08-06T12:00:00Z,TD,17.5,-44,20,
29523,AL061970,UNNAMED,1970-08-05T12:00:00Z,TD,28,-75,20,
29524,AL061970,UNNAMED,1970-08-05T18:00:00Z,TD,28,-76,25,
29525,AL061970,UNNAMED,1970-08-06T00:00:00Z,TD,28,-77,25,
29526,AL061970,UNNAMED,1970-08-06T06:00:00Z,TD,28,-78,25,
29527,AL061970,UNNAMED,1970-08-06T12:00:00Z,TD,28,-79,25,
29528,AL061970,UNNAMED,1970-08-06T18:00:00Z,TD,28,-80,25,
29529,AL061970,UNNAMED,1970-08-07T00:00:00Z,TD,28,-81,,
29530,AL071970,UNNAMED,1970-08-11T12:00:00Z,TD,19,-21,20,
29531,AL071970,UNNAMED,1970-08-11T18:00:00Z,TD,19,-22,25,
29532,AL071970,UNNAMED,1970-08-12T00:00:00Z,TD,19,-23.5,25,
29533,AL071970,UNNAMED,1970-08-12T06:00:00Z,TD,19,-24.8,25,
29534,AL071970,UNNAMED,1970-08-12T12:00:00Z,TD,19,-26,30,
29535,AL071970,UNNAMED,1970-08-12T18:00:00Z,TD,19,-27.5,30,
29536,AL071970,UNNAMED,1970-08-13T00:00:00Z,TD,19,-29,30,
29537,AL071970,UNNAMED,1970-08-13T06:00:00Z,TD,19,-30.5,30,
29538,AL071970,UNNAMED,1970-08-13T12:00:00Z,TD,19,-32,30,
29539,AL071970,UNNAMED,1970-08-13T18:00:00Z,TD,18.8,-33.5,30,
29540,AL071970,UNNAMED,1970-08-14T00:00:00Z,TD,18.5,-35,30,
29541,AL071970,UNNAMED,1970-08-14T06:00:00Z,TD,18.2,-36.5,30,
29542,AL071970,UNNAMED,1970-08-14T12:00:00Z,TD,18,-38,30,
29543,AL071970,UNNAMED,1970-08-14T18:00:00Z,TD,18,-39.5,30,
29544,AL071970,UNNAMED,1970-08-15T00:00:00Z,TD,18,-41,30,
29545,AL071970,UNNAMED,1970-08-15T06:00:00Z,TD,18,-42.5,30,
29546,AL071970,UNNAMED,1970-08-15T12:00:00Z,TD,18,-44,30,
29547,AL071970,UNNAMED,1970-08-15T18:00:00Z,TD,18,-46,30,
29548,AL071970,UNNAMED,1970-08-16T00:00:00Z,TD,18,-48,25,
29549,AL071970,UNNAMED,1970-08-16T06:00:00Z,TD,18,-50,25,
29550,AL071970,UNNAMED,1970-08-16T12:00:00Z,TD,18,-52,25,
29551,AL071970,UNNAMED,1970-08-16T18:00:00Z,TD,18.5,-53.5,25,
29552,AL071970,UNNAMED,1970-08-17T00:00:00Z,TD,19,-55,25,
29553,AL071970,UNNAMED,1970-08-17T06:00:00Z,TD,19.5,-56.5,25,
29554,AL071970,UNNAMED,1970-08-17T12:00:00Z,TD,20,-58,25,
29555,AL071970,UNNAMED,1970-08-17T18:00:00Z,TD,20.5,-59.5,25,
29556,AL071970,UNNAMED,1970-08-18T00:00:00Z,TD,21,-61,20,
29557,AL071970,UNNAMED,1970-08-18T06:00:00Z,TD,21.5,-62.5,20,
29558,AL071970,UNNAMED,1970-08-18T12:00:00Z,TD,22,-64,20,
29559,AL081970,UNNAMED,1970-08-15T12:00:00Z,TD,27,-75.5,25,1015
29560,AL081970,UNNAMED,1970-08-15T18:00:00Z,TD,28.3,-77,25,
29561,AL081970,UNNAMED,1970-08-16T00:00:00Z,TD,29.5,-78,25,
29562,AL081970,UNNAMED,1970-08-16T06:00:00Z,TD,30,-78.4,30,
29563,AL081970,UNNAMED,1970-08-16T12:00:00Z,TD,30.5,-78.5,30,
29564,AL081970,UNNAMED,1970-08-16T18:00:00Z,TD,31,-78.5,30,
29565,AL081970,UNNAMED,1970-08-17T00:00:00Z,TD,32.5,-78,30,1013
29566,AL081970,UNNAMED,1970-08-17T06:00:00Z,TD,33.5,-78,30,
29567,AL081970,UNNAMED,1970-08-17T12:00:00Z,TD,35,-76.5,30,
29568,AL081970,UNNAMED,1970-08-17T18:00:00Z,TD,36,-75.5,30,1011
29569,AL081970,UNNAMED,1970-08-18T00:00:00Z,TS,37,-72.5,40,1005
29570,AL081970,UNNAMED,1970-08-18T06:00:00Z,TS,39,-69,50,997
29571,AL081970,UNNAMED,1970-08-18T12:00:00Z,TS,40,-65.5,55,992
29572,AL081970,UNNAMED,1970-08-18T18:00:00Z,TS,42.5,-58.5,60,992
29573,AL081970,UNNAMED,1970-08-19T00:00:00Z,EX,44,-56,55,
29574,AL091970,DOROTHY,1970-08-17T12:00:00Z,TD,11,-41,25,
29575,AL091970,DOROTHY,1970-08-17T18:00:00Z,TD,11.3,-42.7,25,
29576,AL091970,DOROTHY,1970-08-18T00:00:00Z,TD,11.5,-44.3,25,
29577,AL091970,DOROTHY,1970-08-18T06:00:00Z,TD,11.8,-45.9,25,
29578,AL091970,DOROTHY,1970-08-18T12:00:00Z,TD,12,-47.5,30,
29579,AL091970,DOROTHY,1970-08-18T18:00:00Z,TD,12.4,-49.1,30,
29580,AL091970,DOROTHY,1970-08-19T00:00:00Z,TS,12.8,-50.7,35,
29581,AL091970,DOROTHY,1970-08-19T06:00:00Z,TS,13.1,-52.2,40,
29582,AL091970,DOROTHY,1970-08-19T12:00:00Z,TS,13.3,-53.6,50,1000
29583,AL091970,DOROTHY,1970-08-19T18:00:00Z,TS,13.6,-55,55,1005
29584,AL091970,DOROTHY,1970-08-20T00:00:00Z,TS,13.7,-56.5,45,1003
29585,AL091970,DOROTHY,1970-08-20T06:00:00Z,TS,13.8,-58,55,996
29586,AL091970,DOROTHY,1970-08-20T12:00:00Z,TS,13.9,-59.5,60,998
29587,AL091970,DOROTHY,1970-08-20T18:00:00Z,TS,14.5,-60.5,60,1002
29588,AL091970,DOROTHY,1970-08-21T00:00:00Z,TS,14.6,-62,55,
29589,AL091970,DOROTHY,1970-08-21T06:00:00Z,TS,14.8,-63.5,50,
29590,AL091970,DOROTHY,1970-08-21T12:00:00Z,TS,15,-64.8,45,1006
29591,AL091970,DOROTHY,1970-08-21T18:00:00Z,TS,15.2,-66,45,1005
29592,AL091970,DOROTHY,1970-08-22T00:00:00Z,TS,15.4,-67.2,40,1007
29593,AL091970,DOROTHY,1970-08-22T06:00:00Z,TS,15.6,-68.4,40,
29594,AL091970,DOROTHY,1970-08-22T12:00:00Z,TS,15.8,-69.6,35,
29595,AL091970,DOROTHY,1970-08-22T18:00:00Z,TD,15.9,-70.8,30,
29596,AL091970,DOROTHY,1970-08-23T00:00:00Z,TD,16,-72,30,
29597,AL091970,DOROTHY,1970-08-23T06:00:00Z,TD,16.1,-73.2,30,
29598,AL091970,DOROTHY,1970-08-23T12:00:00Z,TD,16.2,-74.4,30,
29599,AL101970,UNNAMED,1970-09-03T12:00:00Z,TD,18.5,-44,20,
29600,AL101970,UNNAMED,1970-09-03T18:00:00Z,TD,19.1,-44.2,25,
29601,AL101970,UNNAMED,1970-09-04T00:00:00Z,TD,19.8,-44.5,25,
29602,AL101970,UNNAMED,1970-09-04T06:00:00Z,TD,20.4,-44.8,25,
29603,AL101970,UNNAMED,1970-09-04T12:00:00Z,TD,21,-45,25,
29604,AL101970,UNNAMED,1970-09-04T18:00:00Z,TD,21.4,-44.7,25,
29605,AL101970,UNNAMED,1970-09-05T00:00:00Z,TD,21.7,-44.5,25,
29606,AL101970,UNNAMED,1970-09-05T06:00:00Z,TD,22.1,-44.2,25,
29607,AL101970,UNNAMED,1970-09-05T12:00:00Z,TD,22.5,-44,25,
29608,AL101970,UNNAMED,1970-09-05T18:00:00Z,TD,23,-43.5,25,
29609,AL101970,UNNAMED,1970-09-06T00:00:00Z,TD,23.5,-44,25,
29610,AL101970,UNNAMED,1970-09-06T06:00:00Z,TD,23.2,-45,20,
29611,AL101970,UNNAMED,1970-09-06T12:00:00Z,TD,23,-46,20,
29612,AL101970,UNNAMED,1970-09-06T18:00:00Z,TD,22.7,-46.2,20,
29613,AL101970,UNNAMED,1970-09-07T00:00:00Z,TD,22.5,-46.5,20,
29614,AL101970,UNNAMED,1970-09-07T06:00:00Z,TD,22.2,-46.7,20,
29615,AL101970,UNNAMED,1970-09-07T12:00:00Z,TD,22,-47,20,
29616,AL101970,UNNAMED,1970-09-07T18:00:00Z,TD,21.8,-47.5,20,
29617,AL101970,UNNAMED,1970-09-08T00:00:00Z,TD,21.5,-48,20,
29618,AL101970,UNNAMED,1970-09-08T06:00:00Z,TD,21.2,-48.5,20,
29619,AL101970,UNNAMED,1970-09-08T12:00:00Z,TD,21,-49,20,
29620,AL101970,UNNAMED,1970-09-08T18:00:00Z,TD,20.7,-50.1,20,
29621,AL101970,UNNAMED,1970-09-09T00:00:00Z,TD,20.3,-51.2,20,
29622,AL101970,UNNAMED,1970-09-09T06:00:00Z,TD,19.9,-52.3,20,
29623,AL111970,UNNAMED,1970-09-05T12:00:00Z,TD,15,-19,20,
29624,AL111970,UNNAMED,1970-09-05T18:00:00Z,TD,15.2,-20.5,25,
29625,AL111970,UNNAMED,1970-09-06T00:00:00Z,TD,15.5,-22,25,
29626,AL111970,UNNAMED,1970-09-06T06:00:00Z,TD,15.7,-23.5,25,
29627,AL111970,UNNAMED,1970-09-06T12:00:00Z,TD,16,-25,25,
29628,AL111970,UNNAMED,1970-09-06T18:00:00Z,TD,16.2,-26,25,
29629,AL111970,UNNAMED,1970-09-07T00:00:00Z,TD,16.5,-27,25,
29630,AL111970,UNNAMED,1970-09-07T06:00:00Z,TD,16.7,-28,25,
29631,AL111970,UNNAMED,1970-09-07T12:00:00Z,TD,17,-29,20,
29632,AL111970,UNNAMED,1970-09-07T18:00:00Z,TD,17.5,-30,20,
29633,AL121970,ELLA,1970-09-08T12:00:00Z,TD,15.3,-83.5,25,
29634,AL121970,ELLA,1970-09-08T18:00:00Z,TD,16,-83.8,25,
29635,AL121970,ELLA,1970-09-09T00:00:00Z,TD,16.6,-84.2,20,
29636,AL121970,ELLA,1970-09-09T06:00:00Z,TD,17.2,-84.6,25,
29637,AL121970,ELLA,1970-09-09T12:00:00Z,TD,17.7,-85,25,
29638,AL121970,ELLA,1970-09-09T18:00:00Z,TD,18.6,-85.7,30,1010
29639,AL121970,ELLA,1970-09-10T00:00:00Z,TD,19.4,-86.3,30,
29640,AL121970,ELLA,1970-09-10T06:00:00Z,TD,20,-86.8,30,
29641,AL121970,ELLA,1970-09-10T12:00:00Z,TD,20.8,-87.6,30,
29642,AL121970,ELLA,1970-09-10T18:00:00Z,TS,22,-89,50,997
29643,AL121970,ELLA,1970-09-11T00:00:00Z,HU,23,-90.8,65,993
29644,AL121970,ELLA,1970-09-11T06:00:00Z,HU,23.6,-92.6,70,
29645,AL121970,ELLA,1970-09-11T12:00:00Z,HU,23.9,-94.2,75,
29646,AL121970,ELLA,1970-09-11T18:00:00Z,HU,24,-95.5,80,984
29647,AL121970,ELLA,1970-09-12T00:00:00Z,HU,23.9,-96.5,85,973
29648,AL121970,ELLA,1970-09-12T06:00:00Z,HU,23.8,-97.4,105,967
29649,AL121970,ELLA,1970-09-12T12:00:00Z,HU,23.9,-97.9,110,967
29650,AL121970,ELLA,1970-09-12T18:00:00Z,HU,24,-98.5,65,
29651,AL121970,ELLA,1970-09-13T00:00:00Z,TS,23.9,-99.6,40,
29652,AL121970,ELLA,1970-09-13T06:00:00Z,TS,24.2,-100.5,40,
29653,AL131970,FELICE,1970-09-12T00:00:00Z,TD,25.5,-77.5,25,
29654,AL131970,FELICE,1970-09-12T06:00:00Z,TD,25.4,-77.8,25,
29655,AL131970,FELICE,1970-09-12T12:00:00Z,TD,25.4,-78,25,
29656,AL131970,FELICE,1970-09-12T18:00:00Z,TD,25.3,-78.3,25,
29657,AL131970,FELICE,1970-09-13T00:00:00Z,TD,25.3,-78.5,25,
29658,AL131970,FELICE,1970-09-13T06:00:00Z,TD,25.2,-79.1,25,
29659,AL131970,FELICE,1970-09-13T12:00:00Z,TD,25,-80,25,
29660,AL131970,FELICE,1970-09-13T18:00:00Z,TD,24.9,-81,30,
29661,AL131970,FELICE,1970-09-14T00:00:00Z,TD,24.8,-82,30,1011
29662,AL131970,FELICE,1970-09-14T06:00:00Z,TD,24.9,-83,30,
29663,AL131970,FELICE,1970-09-14T12:00:00Z,TD,25.3,-84,30,
29664,AL131970,FELICE,1970-09-14T18:00:00Z,TD,25.8,-85.2,30,1008
29665,AL131970,FELICE,1970-09-15T00:00:00Z,TS,26.5,-86.5,45,1006
29666,AL131970,FELICE,1970-09-15T06:00:00Z,TS,27.2,-88.4,50,1006
29667,AL131970,FELICE,1970-09-15T12:00:00Z,TS,28,-90.2,50,1003
29668,AL131970,FELICE,1970-09-15T18:00:00Z,TS,28.8,-92.2,55,998
29669,AL131970,FELICE,1970-09-16T00:00:00Z,TS,29.4,-94.1,60,997
29670,AL131970,FELICE,1970-09-16T06:00:00Z,TS,29.9,-95.5,40,
29671,AL131970,FELICE,1970-09-16T12:00:00Z,TD,30.6,-96.5,30,
29672,AL131970,FELICE,1970-09-16T18:00:00Z,TD,31.4,-97.1,30,1006
29673,AL131970,FELICE,1970-09-17T00:00:00Z,TD,32.2,-97.5,25,
29674,AL131970,FELICE,1970-09-17T06:00:00Z,TD,33,-97.6,25,
29675,AL131970,FELICE,1970-09-17T12:00:00Z,TD,33.8,-97.2,25,
29676,AL141970,UNNAMED,1970-09-22T12:00:00Z,TD,15.5,-21,20,
29677,AL141970,UNNAMED,1970-09-22T18:00:00Z,TD,16,-21.3,25,
29678,AL141970,UNNAMED,1970-09-23T00:00:00Z,TD,16.5,-21.7,25,
29679,AL141970,UNNAMED,1970-09-23T06:00:00Z,TD,17,-22.1,25,
29680,AL141970,UNNAMED,1970-09-23T12:00:00Z,TD,17.5,-22.5,25,
29681,AL141970,UNNAMED,1970-09-23T18:00:00Z,TD,18.3,-23.3,25,
29682,AL141970,UNNAMED,1970-09-24T00:00:00Z,TD,19.2,-24.2,25,
29683,AL141970,UNNAMED,1970-09-24T06:00:00Z,TD,20.1,-25.1,25,
29684,AL141970,UNNAMED,1970-09-24T12:00:00Z,TD,21,-26,25,
29685,AL141970,UNNAMED,1970-09-24T18:00:00Z,TD,21.7,-27,25,
29686,AL141970,UNNAMED,1970-09-25T00:00:00Z,TD,22.5,-28,25,
29687,AL141970,UNNAMED,1970-09-25T06:00:00Z,TD,23.2,-29,25,
29688,AL141970,UNNAMED,1970-09-25T12:00:00Z,TD,24,-30,20,
29689,AL141970,UNNAMED,1970-09-25T18:00:00Z,TD,24.8,-31,20,
29690,AL151970,UNNAMED,1970-09-23T12:00:00Z,TD,9,-15,20,
29691,AL151970,UNNAMED,1970-09-23T18:00:00Z,TD,9,-16.5,20,
29692,AL151970,UNNAMED,1970-09-24T00:00:00Z,TD,9,-18,25,
29693,AL151970,UNNAMED,1970-09-24T06:00:00Z,TD,9,-19.5,25,
29694,AL151970,UNNAMED,1970-09-24T12:00:00Z,TD,9,-21,25,
29695,AL151970,UNNAMED,1970-09-24T18:00:00Z,TD,9.2,-22.8,25,
29696,AL151970,UNNAMED,1970-09-25T00:00:00Z,TD,9.5,-24.5,30,
29697,AL151970,UNNAMED,1970-09-25T06:00:00Z,TD,9.8,-26.2,30,
29698,AL151970,UNNAMED,1970-09-25T12:00:00Z,TD,10,-28,30,
29699,AL151970,UNNAMED,1970-09-25T18:00:00Z,TD,10.2,-29.5,30,
29700,AL151970,UNNAMED,1970-09-26T00:00:00Z,TD,10.5,-31,30,
29701,AL151970,UNNAMED,1970-09-26T06:00:00Z,TD,10.8,-32.5,30,
29702,AL151970,UNNAMED,1970-09-26T12:00:00Z,TD,11,-34,30,
29703,AL151970,UNNAMED,1970-09-26T18:00:00Z,TD,11,-35.8,30,
29704,AL151970,UNNAMED,1970-09-27T00:00:00Z,TD,11,-37.5,30,
29705,AL151970,UNNAMED,1970-09-27T06:00:00Z,TD,11,-39.2,30,
29706,AL151970,UNNAMED,1970-09-27T12:00:00Z,TD,11,-41,30,
29707,AL151970,UNNAMED,1970-09-27T18:00:00Z,TD,11.1,-42.8,30,
29708,AL151970,UNNAMED,1970-09-28T00:00:00Z,TD,11.2,-44.7,30,
29709,AL151970,UNNAMED,1970-09-28T06:00:00Z,TD,11.3,-46.6,30,
29710,AL151970,UNNAMED,1970-09-28T12:00:00Z,TD,11.5,-48.5,30,
29711,AL151970,UNNAMED,1970-09-28T18:00:00Z,TD,11.8,-50.1,30,
29712,AL151970,UNNAMED,1970-09-29T00:00:00Z,TD,12.2,-51.7,30,
29713,AL151970,UNNAMED,1970-09-29T06:00:00Z,TD,12.6,-53.4,30,
29714,AL151970,UNNAMED,1970-09-29T12:00:00Z,TD,13,-55,30,
29715,AL151970,UNNAMED,1970-09-29T18:00:00Z,TD,13.1,-55.8,30,
29716,AL151970,UNNAMED,1970-09-30T00:00:00Z,TD,13.2,-56.7,30,
29717,AL151970,UNNAMED,1970-09-30T06:00:00Z,TD,13.3,-57.6,30,
29718,AL151970,UNNAMED,1970-09-30T12:00:00Z,TD,13.5,-58.5,30,
29719,AL151970,UNNAMED,1970-09-30T18:00:00Z,TD,13.6,-59.1,30,
29720,AL151970,UNNAMED,1970-10-01T00:00:00Z,TD,13.7,-59.7,30,
29721,AL151970,UNNAMED,1970-10-01T06:00:00Z,TD,13.8,-60.2,30,
29722,AL151970,UNNAMED,1970-10-01T12:00:00Z,TD,14,-61,30,
29723,AL151970,UNNAMED,1970-10-01T18:00:00Z,TD,14,-61.6,30,
29724,AL151970,UNNAMED,1970-10-02T00:00:00Z,TD,14,-62.2,30,
